"Note: Inserting images over cells in sheets is pretty quirky, so if some of the trainer images on your screen appear misplaced, it's because the sheet couldn't load them all in properly. This visual bug can easily be fixed by refreshing the sheet and slowly scrolling through the part your using, to let each of the trainer images load in properly. If that doesn't work try switching to a different tab (on the bottom), then switching back. - Garrett :)",,,,,,
Youngster Calvin (Route 102),,,,,,
,,,,,,
,Shadow Ball,Ancient Power,Shadow Ball,,,
,,,,,,
Team Aqua Grunt #1 (Weather Institute),,,,,,
,,,,,,
,Sharpedo (f),Exeggutor (f),Quagsire (f),Dragonair (f),Seviper (f),Slowbro (f)
,Lv. 46 ,Lv. 45 (Timid),Lv. 46 (Bold),Lv. 45,Lv. 45 (Quiet),Lv. 46 (Jolly)
,Bright Powder,Quick Claw,Lum Berry,Bright Powder,King's Rock,Leftovers
,Rough Skin,Chlorophyll,Water Absorb,Shed Skin,Shed Skin,Shell Armor
,Earthquake,Sleep Powder,Sludge Bomb,Thunder Wave,Glare,Thunder Wave
,Crunch,Egg Bomb,Earthquake,Double-Edge,Earthquake,Earthquake
,Hydro Pump,Psychic,Muddy Water,Ice Beam,Poison Tail,Psychic
,Poison Fang,Explosion,Recover,Surf,Giga Drain,Ice Beam
,,,,,,
Team Aqua Grunt #2 (Weather Institute),,,,,,
,,,,,,
,Electrode ,Octillery (m),Cradily (m),Starmie,Muk (m),Walrein (m)
,Lv. 45,Lv. 46 (Bold),Lv. 45 (Lax),Lv. 46 (mild),Lv. 45 (Rash),Lv. 46 (Impish)
,Liechi Berry,Quick Claw,Leftovers,King's Rock,Quick Claw,Leftovers
,Static,Suction Cups,Suction Cups,Natural Cure,Poison Point,Rain Dish
,Thunder Wave,Water Spout,Toxic,Thunder Wave,Gunk Shot,Toxic
,Thunderbolt,Fire Blast,Recover,Signal Beam,Brick Break,Protect
,Endure,Ice Beam,Ancient Power,Psychic,Giga Drain,Ice Beam
,Explosion,Double-Edge,Earthquake,Surf,Explosion,Earthquake
,,,,,,
Team Aqua Grunt #3 (Weather Institute),,,,,,
,,,,,,
,Cloyster (f),Whiscash (f),Umbreon (m),Omastar (m),Wobbuffet (f),Gorebyss (f)
,Lv. 46 (Timid),Lv. 46 (Jolly),Lv. 45 (Jolly),Lv. 46 (Relaxed),Lv. 45 (Hasty),Lv. 46 (Lax)
,Focus Band,Lum Berry,Leftovers,Bright Powder,Leftovers,Lum Berry
,Shell Armor,Swift Swim,Synchronize,Swift Swim,Shadow Tag,Swift Swim
,Ice Beam,Dragon Dance,Toxic,Surf,Counter,Hydro Pump
,Surf ,Earthqueake,Confuse Ray,HP Grass,Mirror Coat,Ice Beam
,Tri Attack,HP Flying,Moonlight,Ice Beam,Destiny Bond,HP Electric
,Explosion,Rock Slide,Pursuit,Ancient Power,Safeguard,Confuse Ray
,,,,,,
Team Aqua Grunt #4 (Weather Institute),,,,,,
,,,,,,
,Armaldo (m),Kabutops (m),Poliwrath (m),Ursaring (m),Ludicolo (m),Tentacruel (m)
,Lv. 46 (Quiet),Lv. 47 (Timid),Lv. 47 (Gentle),Lv. 45 (Lonely),Lv. 46 (Timid),Lv. 46 (Rash)
,Lum Berry,Bright Powder,Leftovers,Leftovers,Leftovers,Leftovers
,Battle Armor,Swift Swim,Swift Swim,Guts,Swift Swim,Clear Body
,Ancient Power,Ancient Power,Hypnosis,Yawn,Leech Seed,Mirror Coat
,X-Scissors,X-Scissors,Ice Beam,Facade,Waterfall,Ice Beam
,Earthquake,Rain Dance,Earthquake,Earthquake,Rain Dance,Muddy Water
,Agility,Surf,Brick Break,Double-Edge,Ice Beam,Ice Beam
,,,,,,
Team Aqua Grunt #5 (Weather Institute),,,,,,
,,,,,,
,Qwilfish (f),Dragonair (f),Huntail (f),Mantine (f),Lanturn (f),Dewgong (f)
,Lv. 46 (Lonely),Lv. 46 (Brave),Lv. 47 (Lax),Lv. 47 ,Lv. 46 (Lax),Lv. 46
,Lum Berry,Bright Powder,King's Rock,Focus Band,Leftovers,King's Rock
,Swift Swim,Shed Skin,Swift Swim,Swift Swim,Volt Absorb,Swift Swim
,Rain Dance,Rain Dance,Rain Dance,Rain Dance,Rain Dance,Rain Dance
,Sludge Bomb,Thunder,Double-Edge,Surf,Thunder,Surf
,Explosion,Surf,Muddy Water,Ice Beam,Surf,Ice Beam
,Hydro Pump,Body Slam,Ice Beam,Confuse Ray,Ice Beam,Body Slam
,,,,,,
Aqua Admin Shelly (Weather Institute),,,,,,
,,,,,,
,Milotic (f),Hypno (f),Shuckle (f),Medicham (f),Dragonite (f),Lapras (f)
,Lv. 48,Lv. 47 (Bold),Lv. 47 (Careful),Lv. 47 (Rash),Lv. 48 (Adamant),Lv. 49 (Impish)
,Lum Berry,Leftovers,Leftovers,Lum Berry,Lum Berry,Leftovers
,Swift Swim,Insomnia,Shell Armor,Pure Power,Thick Fat,Shell Armor
,Mirror Coat,Hypnosis,Toxic,Fake Out,Thunder Wave,Surf
,Ice Beam,Psychic,Double Team,Brick Break,Surf,Ice Beam
,Surf,Signal Beam,Rest,Shadow Ball,Dragon Claw,Thunderbolt
,Recover,Fire Punch,Protect,Rock Slide,Return,Drill Run
,,,,,,
Pokemon Trainer Brenden (Route 119),,,,,,
,,,,,,
,Raichu (f),Porygon2,Nidoking (m),Meganium,Blastoise,
,Lv. 50 (Brave),Lv. 50 (Hardy),Lv. 50 (Careful),Lv. 50 (Lax),Lv. 50 (Hardy),
,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry,
,Static,Trace,Poison Point,Thick Fat,Torrent,
,Thunder,Tri Attack,Thunder,Ancientpower,Water Spout,
,Surf,Thunder,Surf,Giga Drain,Earthquake,
,Signal Beam,HP Water,Earthquake,Earthquake,Ice Beam,
,Rain Dance,Recover,Poison Tail,Synthesis,HP Electric,
,,,,,,
Guitarist Beth (Route 119),,,,,,
,,,,,,
,Wigglytuff (f),Swalot (m),Azumarill (m),Electabuzz (m),,
,Lv. 48 (Hasty),Lv. 48 (Gentle),Lv. 47 (Quiet),Lv. 49 (Brave),,
,Leftovers,Poison Barb,Mystic Water,Lum Berry,,
,Cute Charm,Liquid Ooze,Huge Power,Static,,
,Sing,Sing,Sing,Thunder,,
,Hyper Voice,Giga Drain,Return,Ice Punch,,
,Brick Break,Sludge Bomb,Surf,Cross Chop,,
,Shadow Ball,Brick Break,Ice Beam,Psychic,,
,,,,,,
Ninja Boy Hideo (Route 119),,,,,,
,,,,,,
,Kecleon (m),Octillery (m),Cacturne (m),Ditto,,
,Lv. 50 (Naive),Lv. 48 (Careful),Lv. 48 ,Lv. 50 (Lonely),,
,Lum Berry,Leftovers,Bright Powder,Leppa Berry,,
,Color Change,Suction Cups,Sand Veil,Shadow Tag,,
,Fake Out,Octazooka,Desty Bond,Transform,,
,Brick Break,Ice Beam,Needle Arm,,,
,Shadow Sneak,Body Slam,Brick Break,,,
,Double-Edge,Gunk Shot,Faint Attack,,,
,,,,,,
Bird Keeper Robert (Route 120),,,,,,
,,,,,,
,Dodrio (m),Altaria (m),Swellow (m),,,
,Lv. 50 (Hasty),Lv. 50 (Lax),Lv. 50 (Naive),,,
,Choice Band,Leftovers,Silk Scarf,,,
,Early Bird,Natural Cure,Guts,,,
,Quick Attack,Dragon Claw,Quick Attack,,,
,Hyper Beam,Flamethrower,Facade,,,
,Steel Wing,Ice Beam,Aerial Ace,,,
,Drill Peck,Aerial Ace,Endeavor,,,
,,,,,,
Parasol Lady Clarissa (Route 120),,,,,,
,,,,,,
,Parasect (f),Politoed (f),Jynx (f),,,
,Lv. 50 (Mild),Lv. 50 (Modest),Lv. 50 ,,,
,Quick Claw,Leftovers ,Silver Powder,,,
,Effect Spore,Swift Swim,Oblivious,,,
,Spore,Surf,Lovely kiss,,,
,Giga Drain,Ice Beam,Psychic ,,,
,X-Scissor,Earthquake,Ice Beam,,,
,Break Break,Hypnosis,Signal Beam,,,
,,,,,,
Ninja Boy Riley (Route 120),,,,,,
,,,,,,
,Ninjask (m),Azumarill (m),Kecleon (m),Shedinja ,,
,Lv. 51 (timid),Lv. 50 (Lonely),Lv. 51 (Sassy),Lv. 51 (Naive),,
,Miracle Seed,Silk Scarf,Silk Scarf,Focus Band,,
,Speed Boost,Huge Power,Color Change,Wonder Guard,,
,Giga Drain,Camouflage,Fake Out,Shadow Sneak,,
,X-Scissor,Double-Edge,Shadow Ball,Shadow Ball,,
,Dig,Surf,Brick Break,X-Scissor,,
,Aerial Ace,Brick Break,Body Slam,Return,,
,,,,,,
Pokemon Ranger Ashley (Fortree Gym),,,,,,
,,,,,,
,Stantler (f),Pidgeot (f),Sudowoodo (f),Heracross (m),Raichu (f),Ludicolo (f)
,Lv. 50 ,Lv. 53 (Brave),Lv. 52 (Careful),Lv. 51 (Rash),Lv. 50 (Mild),Lv. 51
,Lum Berry,Leftovers,Quick Claw,Quick Claw,Lum Berry,Leftovers
,Intimidate,Early Bird,Rock Head,Guts,Static,Swift Swim
,Hypnosis,Sky Attack,Earthquake,Megahorn,Thunderbolt,Fake Out
,Return,Double-Edge,Ancient Power,Brick Break,Surf,Surf
,HP Flying,Quick Attack,Double-Edge,Rock Slide,HP Flying,Giga Drain
,Earthquake,HP Ground,HP Flying,HP Ghost,Brick Break,Ice Beam
,,,,,,
Bird Keeper Jared (Fortree Gym),,,,,,
,,,,,,
,Swellow (m),Skarmory (m),Pelipper (m),Tropius (m),Magmar (m),Altaria (m)
,Lv. 51 (Timid),Lv. 53 (Mild),Lv. 52 (Lax),Lv. 52 ,Lv. 50 (Lax),Lv. 53 (Lonely)
,Choice Band,Bright Powder,Bright Powder,Bright Powder,Lum Berry,Lum Berry
,Guts,Keen Eye,Swift Swim,Chlorophyll,Flame Body,Natural Cure
,Double-Edge,Spikes,Hydro Pump,Earthquake,Fire Blast,Sing
,Sky Attack,Flash Cannon,Ice Beam,Ancient Power,Mach Punch,Dragon Dance
,HP Fighting,Sky Attack,HP Electric,Leaf Blade,Thunder Punch,Earthquake
,,HP Ground,Surf,Air Slash,HP Grass,Sky Attack
,,,,,,
Ninja Boy Edwardo (Fortree Gym),,,,,,
,,,,,,
,Forretress (m),Dusclops (m),Venomoth (m),Claydol,Lanturn (m),Scyther (m)
,Lv. 54 (Hasty),Lv. 50,Lv. 52 (Relaxed),Lv. 51 (Impish),Lv. 50 (Brave),Lv. 53 (Lax)
,Quick Claw,Leftovers,Lum Berry,Bright Powder,Bright Powder,Bright Powder
,Shell Armor,Pressure,Shield Dust,Levitate,Volt Absorb,Swarm
,Spikes,Shadow Ball,Sleep Powder,Earthquake,Thunderbolt,Signal Beam
,Explosion,Brick Break,Signal Beam,Rock Slide,Surf,Air Slash
,Rock Slide,Protect,Sludge Bomb,Ice Beam,Confuse Ray,Superpower
,Earthquake,Toxic,HP Ground,Psychic,Ice Beam,Quick Attack
,,,,,,
Pokemon Ranger Flint (Fortree Gym),,,,,,
,,,,,,
,Noctowl (m),Gligar (m),Shiftry (m),Slaking (m),Dodrio (m),Blaziken (m)
,Lv. 53,Lv. 53 (Sassy),Lv. 52 (Timid),Lv. 50 ,Lv. 53 (Jolly),Lv. 52 (Quiet)
,Leftovers,Lum Berry,Leftovers,Choice Band,Lum Berry,Lum Berry
,Insomnia,Hyper Cutter,Chlorophyll,Truant,Early Bird,Blaze
,Hypnosis,Earthquake,Fake Out,Hyper Beam,Quick Attack,Sky Uppercut
,Double-Edge,Rock Slide,Brick Break,,Double-Edge,Flamethrower
,Sky Attack,Aerial Ace,Shadow Ball,,Drill Peck,Quick Attack
,HP Water,Quick Attack,Giga Drain,,HP Ground,Thunder Punch
,,,,,,
Pokemon Breeder Humberto (Fortree Gym),,,,,,
,,,,,,
,Piloswine (m),Xatu (m),Breloom (m),Golduck (m),Porygon2,Swellow (m)
,Lv. 50 (Brave),Lv. 53 (Brave),Lv. 41 (Lax),Lv. 52 ,Lv. 52 (Naive),Lv. 54 (Calm)
,Lum Berry,Lum Berry,Quick Claw,Lum Berry,Leftovers,Lum Berry
,Thick Fat,Early Bird,Effect Spore,Swift Swim,Trace,Guts
,Earthquake,Psychic,Spore,Surf,Thunder Wave,Double-Edge
,Ice Shard,Giga Drain,Sky Uppercut,Ice Beam,Recover,Sky Attack
,Ice Beam,HP Fire,HP Ghost,Hypnosis,Double-Edge,HP Ground
,Ancient Power,Signal Beam,Giga Drain,HP Grass,HP Water,Quick Attack
,,,,,,
Dragon Tamer Sora (Fortree Gym),,,,,,
,,,,,,
,Charizard (m),Sceptile (m),Gyarados (m),Kingdra (m),Shedinja ,Salamence (m)
,Lv. 53 (Modest),Lv. 50 (Lax),Lv. 53 (Lax),Lv. 50,Lv. 50 (Quiet),Lv. 53
,Lum Berry,Lum Berry,Bright Powder,Leftovers,Lum Berry,Leftovers
,Blaze,Overgrow,Intimidate,Swift Swim,Wonder Guard,Intimidate
,Earthquake,Leaf Blade,Earthquake,Ice Beam,Signal Beam,Aerial Ace
,Fire Blast,Grasswhistle,Bounce,Dragon Breath,Shadow Sneak,Dragon Claw
,Thunder Punch,Thunder Punch,Hydro Pump,Body Slam,HP Rock,Earthquake
,Dragon Claw,Dragon Claw,HP Rock,Hydro Pump,Shadow Ball,Flamethrower
,,,,,,
Leader Winona (Double Battle),,,,,,
,,,,,,
,AI_FLAG:,23,,,,
,Aerodactyl (m),Zapdos ,Crobat (m),Articuno,Flygon (m),Moltres
,Lv. 54 (Naive),Lv. 55 (Careful),Lv. 54 ,Lv. 55 (Hasty),Lv. 55 (Impish),Lv. 55 (Lax)
,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry
,Rock Head,Pressure,Inner Focus,Pressure,Levitate,Pressure
,HP Flying,Sky Attack,Sky Attack,Sky Attack,Dragon Claw,Sky Attack
,Ancient Power,Thunderbolt,Poison Fang,Ice Beam,Flamethrower,Overheat
,Double-Edge,HP Ice,Giga Drain,HP Grass,Earthquake,HP Grass
,Earthquake,Return,HP Ground,Ice Shard,Giga Drain,Steel Wing
,,,,,,
Battle Girl Tara (Route 120),,,,,,
,,,,,,
,Pikachu (f),Dragonair (f),Clamperl (f),,,
,Lv. 52,Lv. 52 (Calm),Lv. 52 (Relaxed),,,
,Light Ball,Dragon Fang,Deep Sea Tooth,,,
,Static,Shed Skin,Shell Armor,,,
,Thunder,Thunder,Ice Beam,,,
,Surf,Hydro Pump,Hydro Pump,,,
,,Dragon Breath,,,,
,,Double-Edge,,,,
,,,,,,
Bird Keeper Colin (Route 120),,,,,,
,,,,,,
,Skarmory (m),Golduck (m),Fearow (m),,,
,Lv. 50 (Relaxed),Lv. 50 (Bold),Lv. 51 (Relaxed),,,
,Metal Coat,Twisted Spoon,Silk Scarf,,,
,Keen Eye,Swift Swim,Early Bird,,,
,Spikes,Waterfall,Steel Wing,,,
,Drill Peck,Psychic,Drill Peck,,,
,Steel Wing,Brick Break,Return,,,
,Whirl Wind,Ice Beam,Drill Run,,,
,,,,,,
Cooltrainer Jerome (Route 120),,,,,,
,,,,,,
,Heracross (m),Cloyster (m),Magneton ,Gengar (m),Dugtrio (m),
,Lv. 51 (Impish),Lv. 51 (Bold),Lv. 52 (Lax),Lv. 50 (Lax),Lv. 52 (Brave,
,Quick Claw,Lum Berry,Salac Berry,Lum Berry,Choice Band,
,Guts,Shell Armor,Magnet Pull,Levitate,Arena Trap,
,Megahorn,Explosion,Explosion,Hypnosis,Earthquake,
,Earthquake,Ice Beam,Endure,Giga Drain,,
,Rock Slide,Hydro Pump,HP Water,HP Water,,
,Brick Break,Ice Shard,Thunder,Thunder,,
,,,,,,
Ninja Boy Keigo (Route 120),,,,,,
,,,,,,
,Electrode,Weezing (m),Scizor (m),,,
,Lv. 50 (Naive),Lv. 50 (Sassy),Lv. 51 (Calm),,,
,Leftovers,Magnet,Silk Scarf,,,
,Static,Levitate,Swarm,,,
,Reflect,Thunder,X-Scissors,,,
,Thunder,Sludge Bomb,Quick Attack,,,
,Signal Beam,Destiny Bond,Light Screen,,,
,Toxic,Shadow Ball,Brick Break,,,
,,,,,,
Parasol Lady Angelica (Route 120),,,,,,
,,,,,,
,Jumpluff (f),Furret (f),Seaking (f),,,
,Lv. 50 ,Lv. 51 (Relaxed),Lv. 51 (Bold),,,
,Lum Berry,Silk Scarf,Never-Melt-Ice,,,
,Chlorophyll,Early Bird,Swift Swim,,,
,Sleep Powder,Super Fang,Ice Beam,,,
,Giga Drain,Quick Attack,Return,,,
,Double-Edge,Double-Edge,Attract,,,
,Aerial Ace,Surf,Surf,,,
,,,,,,
Cooltrainer Jennifer (Route 120),,,,,,
,,,,,,
,Gorebyss (f),Ludicolo (f),Lanturn (f),Castform (f),Porygon2,
,Lv. 50 (Sassy),Lv. 50 (Timid),Lv. 50 (Hasty),Lv. 49 (Careful),Lv. 51,
,Petaya Berry,None,Leftovers,Salac Berry,Starf Berry,
,Swift Swim,Swift Swim,Volt Absorb,Forecast,Trace,
,Surf,Fake Out,Thunder,Thunder,Thunder,
,Ice Beam,Ice Beam,Ice Beam,Ice Beam,Ice Beam,
,Psychic,Giga Drain,Confuse Ray,Hydro Pump,Recycle,
,Double-Edge,Waterfall,Surf,Attract,Recover,
,,,,,,
Pokemon Ranger Jenna (Route 120),,,,,,
,,,,,,
,AI_FLAG:,11,,,,
,Hitmonlee (m),Rapidash (f),Manectric (f),Girafarig (f),,
,Lv. 51 (Naive),Lv. 51 (Quiet),Lv. 51 (Gentle),Lv. 52 (Modest),,
,Black Belt,Silk Scarf,Silk Scarf,Twisted Spoon,,
,Limber,Silk Scarf,Intimidate,Early Bird,,
,Fake Out,Blaze Kick,Thunderbolt,Body Slam,,
,Hi Jump Kick,Quick Attack,Quick Attack,Earthquake,,
,Return,Drill Run,Crunch,Crunch,,
,Rock Slide,Wild Charge,Flamethrower,Psychic,,
,,,,,,
Pokemon Ranger Lorenzo (Route 120),,,,,,
,,,,,,
,Ursaring (m),Grumpig (m),Feraligatr (m),Flareon (m),,
,Lv. 50 (Careful),Lv. 50 (Careful),Lv. 51 (Relaxed),Lv. 52 ,,
,Silk Scarf,Spell Tag,Black Glasses,Metal Coat,,
,Guts,Thick Fat,Battle Armor,Flame Body,,
,Facade,Psychic,Crunch,Fire Blast,,
,Earthquake,Shadow Ball,Surf,Body Slam,,
,Crunch,Thunder Punch,Ice Beam,Shadow Ball,,
,Brick Break,Confuse Ray,Earthquake,Iron Tail,,
,,,,,,
Ruin Maniac Chip (Route 120),,,,,,
,,,,,,
,Aggron (m),Claydol ,Cradily (m),Kabutops (m),,
,Lv. 52 (Lax),Lv. 51 (Impish),Lv. 51 (Relaxed),Lv. 52 (Calm),,
,Hard Stone,Hard Stone,Leftovers,Mystic Water,,
,Rock Head,Levitate,Suction Cups,Swift Swim,,
,Rock Slide,Psychic,Giga Drain,Surf,,
,Iron Tail,Earthquake,Recover,Ancient Power,,
,Earthquake,Ancient Power,Sludge Bomb,X-Scissors,,
,Double-Edge,Reflect,Confuse Ray,Brick Break,,
,,,,,,
Bug Maniac Jeffrey (Route 120),,,,,,
,,,,,,
,Venomoth (m),Flygon (m),Masquerain (m),Armaldo (m),,
,Lv. 51 (Careful),Lv. 50 (Bold),Lv. 52 (Timid),Lv. 51,,
,Lum Berry,Dragon Fang,Mystic Water,Hard Stone,,
,Shield Dust,Levitate,Intimidate,Battle Armor,,
,Sleep Powder,Dragon Claw,Ice Beam,X-Scossors,,
,Psychic,Flamethrower,Air Slash,Rock Slide,,
,Sludge Bomb,Earthquake,Hydro Pump,Earthquake,,
,Giga Drain,Rock Slide,Signal Beam,Body Slam,,
,,,,,,
Hex Maniac Tammy (Route 121),,,,,,
,,,,,,
,Chimecho (f),Absol (f),Banette (f),,,
,Lv. 52 (Rash),Lv. 52 (Bold),Lv. 52 ,,,
,Leftovers,Lum Berry,Spell Tag,,,
,Levitate,Pressure,Insomnia,,,
,Hypnosis,Aerial Ace,Shadow Sneak,,,
,Recover,Shadow Ball,Thunder Wave,,,
,Psychic,Body Slam,Thunderbolt,,,
,Signal Beam,Protect,Shadow Ball,,,
,,,,,,
Bug Maniac Ali (Route 121),,,,,,
,,,,,,
,Ledian (m),Gligar (m),Pinsir (m),,,
,Lv. 53 (Relaxed),Lv. 52 (Relaxed),Lv. 52 ,,,
,Leftovers,Soft Sand,Hard Stone,,,
,Early Bird,Hyper Cutter,Intimidate,,,
,Light Screen,HP Ground,X-Scissors,,,
,Reflect,Aerial Ace,Brick Break,,,
,Attract,Sludge Bomb,Quick Attack,,,
,Protect,Rock Tomb,Rock Slide,,,
,,,,,,
Pokemon Breeder David (Route 121),,,,,,
,,,,,,
,Ninetales (f),Bellossom (m),Ampharos (m),,,
,Lv. 52 (Rash),Lv. 52 (Bold),Lv. 51,,,
,Leftovers,Silk Scarf,Silver Powder,,,
,Pressure,Chlorophyll,Static,,,
,Extrasensory,Stun Spore,Thunder Wave,,,
,Flamethrower,Sleep Powder,Fire Punch,,,
,Confuse Ray,Giga Drain,Thunderbolt,,,
,Body Slam,Return,Signal Beam,,,
,,,,,,
Sr. & Jr. Kate and Joy (Route 121),,,,,,
,,,,,,
,Togetic (m),Medicham (m),,,,
,Lv. 54 ,Lv. 53 (Hasty),,,,
,Leftovers,Choice Band,,,,
,Serene Grace,Pure Power,,,,
,Follow Me,Focus Punch,,,,
,Softboiled,,,,,
,,,,,,
,,,,,,
,,,,,,
Pokefan Vanessa (Route 121),,,,,,
,,,,,,
,Misdreavus (f),Arcanine (m),Wigglytuff (f),Sudowoodo (f),Raichu (f),
,Lv. 52 (Naive),Lv. 52 (Bold),Lv. 53 (Naughty),Lv. 53 (Relaxed),Lv. 53 (Hasty),
,Green Scarf,Blue Scarf,Pink Scarf,Yellow Scarf,Red Scarf,
,Levitate,Intimidate,Cute Charm,Rock Head,Static,
,Calm Mind,Sunny Day,Belly Drum,Harden,Thunder Wave,
,Psychic,Overheat,Rest,Double-Edge,Volt Tackle,
,Destiny Bond,Overheat,Snore,Earthquake,Double Team,
,Mean Look,Morning Sun,,Rock Slide,Quick Attack,
,,,,,,
Pokemon Breeder Nora (Route 121),,,,,,
,,,,,,
,Sunflora (m),Luvdisc (f),Spinda (m),,,
,Lv. 54 (Brave),Lv. 54,Lve 54 (Relaxed),,,
,Quick Claw,Bright Powder,Silk Scarf,,,
,Chlorophyll,Swift Swim,Own Tempo,,,
,Leaf Blade,Attract,Teeter Dance,,,
,Synthesis,Sweet Kiss,Double-Edge,,,
,HP Ice,Substitute,Shadow Ball,,,
,Return,Dive,Brick Break,,,
,,,,,,
Cooltrainer Cristin (Route 121),,,,,,
,,,,,,
,Steelix (f),Slaking (f),Crobat (f),Exeggutor (f),Blissey (f),
,Lve 54 (Timid),Lv. 51 ,Lv. 52 (Jolly),Lv. 52 (Adamant),Lv. 52,
,Quick Claw,Leftovers,Lum Berry,Lum Berry,Leftovers,
,Rock Head,Truant,Inner Focus,Chlorophyll,Natural Cure,
,Double-Edge,Hyper Beam,Hypnosis,Sleep Powder,Thunder Wave,
,Earthquake,Earthquake,Heat Wave,Giga Drain,Softboiled,
,Rock Slide,Shadow Ball,Giga Drain,Psychic,Seismic Toss,
,Flash Cannon,,Air Slash,Ancient Power,Ice Beam,
,,,,,,
Cooltrainer Marcel (Route 121),,,,,,
,,,,,,
,Gyarados (m),Flygon (m),Electabuzz (m),Breloom (m),Houndoom (m),
,Lv. 52 ,Lv. 51 (Modest),Lv. 51 (Lax),Lv. 52 (Lax),Lv. 51,
,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry,
,Intimidate,Levitate,Static,Effect Spore,Intimidate,
,Earthquake,Earthquake,Thunderbolt,Spore,Crunch,
,Hydro Pump,Giga Drain,Ice Punch,Brick Break,Pursuit,
,Double-Edge,Flamethrower,Cross Chop,Giga Drain,Flamethrower,
,Thunder Wave,Rock Slide,Quick Attack,Mach Punch,Body Slam,
,,,,,,
Gentleman Walter (Route 121),,,,,,
,,,,,,
,Eevee (m),Flareon (m),Vaporeon (m),Jolteon (m),Espeon (m),Umbreon (m)
,Lv. 55 (Jolly),Lv. 53 (Gentle),Lv. 51 (Bold),Lv. 52 (Impish),Lv. 52 ,Lv. 52 (Adamant)
,Bright Powder,Leftovers,Leftovers,Petaya Berry,Leftovers,Leftovers
,Run Away,Flame Body,Swift Swim,Static,Synchronize,Synchronize
,Substitute,Fire Blast,Substitute,Substitute,Substitute,Faint Attack
,Body Slam,Shadow Ball,Surf,Agility,Psychic,Mean Look
,Double Team,Iron Tail,Acid Armor,Thunderbolt,Calm Mind,Moonlight
,Baton Pass,Baton Pass,Baton Pass,Baton Pass,Baton Pass,Baton Pass
,,,,,,
Pokemon Trainer May (Lilicove City),,,,,,
,,,,,,
,Miltank (f),Ampharos (f),Nidouqeen (f),Typhlosion (m),Venusaur (m),Swampert (m)
,Lv. 59 (Rash),Lv. 59 ,Lv. 59,Lv. 59 (Timid),Lv. 59 (Gentle),Lv. 60 (Gentle)
,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry,Lum Berry
,Thick Fat,Static,Poison Point,Blaze,Chlorophyll,Swift Swim
,Earthquake,Thunder Wave,Earthquake,Earthquake,Earthquake,Earthquake
,Milk Drink,Thunderbolt,Shadow Ball,Overheat,Giga Drain,Muddy Water
,Shadow Ball,Fire Punch,Superpower,HP Grass,Sleep Powder,Ice Beam
,Body Slam,HP Water,Poison Fang,Thunder Punch,Ancient Power,Sludge Bomb
,,,,,,
Hex Maniac Leah (Mt. Pyre),,,,,,
,,,,,,
,Misdreavus (f),Absol (f),Grumpig (f),Golduck (f),,
,Lv. 52 (Hasty),Lv. 52 (Bold),Lv. 52 (Impish),Lv. 50 (Adamant),,
,Silver Powder,Spell Tag,Leftovers,Silk Scarf,,
,Levitate,Pressure,Thick Fat,Swift Swim,,
,Confuse Ray,Protect,Psychic,Psychic,,
,Shadow Ball,Substitute,Signal Beam,Ice Beam,,
,Signal Beam,Shadow Ball,Confuse Ray,Surf,,
,Thunderbolt,Superpower,Attract,Return,,
,,,,,,
Team Aqua Grunt #1 (Mt. Pyre),,,,,,
,,,,,,
,Walrein (m),Mantine (m),Huntail (m),Whiscash (m),Qwilfish (m),Kabutops (m)
,Lv. 50 ,Lv. 51 (Adamant),Lv. 50 (Timid),Lv. 50 (Jolly),Lv. 50 (Rash),Lv. 51 
,Leftovers,King's Rock,Scope Lens,Scope Lens,Focus Band,Scope Lens
,Rain Dish,Swift Swim,Swift Swim,Swift Swim,Swift Swim,Swift Swim
,Rain Dance,Rain Dance,Rain Dance,Rain Dance,Rain Dance,Rain Dance
,Surf,Ice Beam,Waterfall,Waterfall,Waterfall,Waterfall
,Substitute,Surf,Ice Beam,Ice Beam,Sludge Bomb,Rock Slide
,Ice Shard,Air Slash,Double-Edge,Earthquake,Explosion,X-Scissors
,,,,,,
Pokemon Breeder Gabrielle (Mt. Pyre),,,,,,
,,,,,,
,Swalot (f),Jumpluff (f),Blissey (f),,,
,Lv. 52 (Lonely),Lv. 52 (Naughty),Lv. 50 (Relaxed),,,
,Poison Barb,Leftovers,Leftovers,,,
,Liquid Ooze,Chlorophyll,Natural Cure,,,
,Sludge Bomb,Sleep Powder,Softboiled,,,
,Giga Drain,Leech Seed,Seismic Toss,,,
,Shadow Ball,Substitute,Charm,,,
,Fire Punch,Protect,Ice Beam,,,
,,,,,,
Team Aqua Grunt #2 (Mt. Pyre),,,,,,
,,,,,,
,Seviper (f),Sharpedo (f),Banette (f),Ursaring (f),Mr. Mime (f),Feraligatr (m)
,Lv. 52 ,Lv. 53 (Timid),Lv. 52 (Lax),Lv. 52 (Naive),Lv. 52 (Lax),Lv. 53 (Hasty)
,King's Rock,Focus Band,King's Rock,King's Rock,Scope Lens,King's Rock
,Shed Skin,Rough Skin,Insomnia,Guts,Own Tempo,Battle Armor
